transaction_id,customer_id,transaction_date,product_id,product_name,product_category,product_price,unit_cost,list_price,selling_price,discount_amount,discount_percent,quantity,order_value,gross_margin,customer_region,acquisition_channel,customer_tenure_days,purchase_frequency,prior_spending,price_increase_occurred,churned
T00044577,C011418,2025-12-13,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,28.49,9.5,25.0,1,28.49,14.49,uk,paid_social,106,3.446,94.47,False,False
T00044578,C011419,2025-04-20,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,1,41.99,27.62,asia_pacific,paid_social,0,0.0,0.0,False,True
T00044579,C011420,2025-11-01,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,34.19,3.8,10.0,1,34.19,20.19,north_america,direct,0,0.0,0.0,False,False
T00044580,C011420,2025-12-09,P0023,Apex Slim Joggers,joggers,56.99,20.57,56.99,45.59,11.4,20.0,1,45.59,25.02,north_america,direct,38,4.0,34.19,False,False
T00044581,C011421,2025-08-07,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,41.99,55.99,25.0,4,167.97,59.69,asia_pacific,influencer,0,0.0,0.0,False,False
T00044582,C011422,2024-08-26,P0005,Contour High-Rise Leggings,leggings,48.99,18.32,48.99,48.99,0.0,0.0,2,97.98,61.34,uk,organic_search,0,0.0,0.0,True,False
T00044583,C011422,2024-11-09,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,1,41.99,27.62,uk,organic_search,75,4.0,97.98,False,False
T00044584,C011422,2025-01-02,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,21.99,0.0,0.0,1,21.99,14.22,uk,organic_search,129,5.663,139.97,False,False
T00044585,C011423,2025-01-09,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,28.79,6.4,10.0,2,57.58,29.2,north_america,organic_search,0,0.0,0.0,False,False
T00044586,C011423,2025-10-28,P0024,Core Fleece Joggers,joggers,54.99,25.98,54.99,49.49,5.5,10.0,1,49.49,23.51,north_america,organic_search,292,1.251,57.58,False,False
T00044587,C011424,2025-04-21,P0030,Motion Bike Shorts,shorts,35.99,12.21,35.99,25.19,10.8,30.0,1,25.19,12.98,uk,email,0,0.0,0.0,True,True
T00044588,C011424,2025-12-18,P0012,Apex Training Tee,training_tops,33.99,15.36,33.99,30.59,3.4,10.0,1,30.59,15.23,uk,email,241,1.516,25.19,False,True
T00044589,C011425,2024-11-17,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,2,87.98,51.34,europe,direct,0,0.0,0.0,False,False
T00044590,C011425,2025-02-10,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,17.59,4.4,20.0,1,17.59,8.87,europe,direct,85,4.0,87.98,False,False
T00044591,C011425,2025-06-21,P0012,Apex Training Tee,training_tops,33.99,15.36,33.99,30.59,3.4,10.0,1,30.59,15.23,europe,direct,216,3.382,105.57,False,False
T00044592,C011426,2025-06-29,P0001,Apex Sculpt Leggings,leggings,55.99,18.22,55.99,50.39,11.2,10.0,2,100.78,64.34,rest_of_world,direct,0,0.0,0.0,True,False
T00044593,C011427,2025-05-07,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,35.69,6.3,15.0,1,35.69,21.32,europe,influencer,0,0.0,0.0,False,False
T00044594,C011427,2025-06-30,P0023,Apex Slim Joggers,joggers,56.99,20.57,56.99,48.44,17.1,15.0,2,96.88,55.74,europe,influencer,54,4.0,35.69,False,False
T00044595,C011428,2025-07-10,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,53.09,5.9,10.0,1,53.09,24.43,europe,paid_social,0,0.0,0.0,False,False
T00044596,C011428,2025-09-01,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,28.89,5.1,15.0,1,28.89,12.9,europe,paid_social,53,4.0,53.09,False,False
T00044597,C011429,2025-07-24,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,21.99,0.0,0.0,1,21.99,13.27,uk,organic_search,0,0.0,0.0,False,False
T00044598,C011429,2025-11-12,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,35.99,0.0,0.0,2,71.98,37.16,uk,organic_search,111,3.291,21.99,False,False
T00044599,C011430,2024-05-02,P0004,Lift Training Leggings,leggings,58.99,27.07,58.99,58.99,0.0,0.0,2,117.98,63.84,north_america,email,0,0.0,0.0,True,True
T00044600,C011430,2024-05-26,P0008,Core Strappy Sports Bra,sports_bras,41.99,14.0,41.99,35.69,6.3,15.0,1,35.69,21.69,north_america,email,24,4.0,117.98,True,True
T00044601,C011430,2024-07-13,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,55.99,0.0,0.0,1,55.99,28.92,north_america,email,72,8.0,153.67,False,True
T00044602,C011430,2024-08-08,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,70.99,0.0,0.0,3,212.97,132.87,north_america,email,98,11.181,209.66,False,True
T00044603,C011430,2024-08-28,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,47.59,8.4,15.0,1,47.59,20.52,north_america,email,118,12.381,422.63,False,True
T00044604,C011430,2024-11-10,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,48.99,0.0,0.0,1,48.99,23.69,north_america,email,192,9.512,470.22,False,True
T00044605,C011430,2025-01-22,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,89.99,0.0,0.0,1,89.99,44.8,north_america,email,265,8.27,519.21,False,True
T00044606,C011430,2025-06-15,P0010,Lift High-Support Bra,sports_bras,34.99,13.72,34.99,27.99,20.99,20.0,3,83.98,42.82,north_america,email,409,6.251,609.2,False,True
T00044607,C011431,2025-06-23,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,1,37.99,23.99,uk,organic_search,0,0.0,0.0,False,False
T00044608,C011431,2025-07-27,P0023,Apex Slim Joggers,joggers,56.99,20.57,56.99,56.99,0.0,0.0,1,56.99,36.42,uk,organic_search,34,4.0,37.99,False,False
T00044609,C011431,2025-12-10,P0040,Lift Wrist Wraps,accessories,23.99,10.87,23.99,20.39,3.6,15.0,1,20.39,9.52,uk,organic_search,170,4.297,94.98,True,False
T00044610,C011432,2025-06-27,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,north_america,direct,0,0.0,0.0,False,False
T00044611,C011433,2024-06-02,P0040,Lift Wrist Wraps,accessories,23.99,10.87,23.99,19.19,4.8,20.0,1,19.19,8.32,uk,paid_social,0,0.0,0.0,True,False
T00044612,C011433,2024-07-02,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,21.99,0.0,0.0,1,21.99,13.27,uk,paid_social,30,4.0,19.19,False,False
T00044613,C011433,2025-05-28,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,35.99,4.0,10.0,1,35.99,18.27,uk,paid_social,360,2.029,41.18,False,False
T00044614,C011433,2025-08-29,P0024,Core Fleece Joggers,joggers,54.99,25.98,54.99,43.99,11.0,20.0,1,43.99,18.01,uk,paid_social,453,2.419,77.17,False,False
T00044615,C011433,2025-10-08,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,39.99,0.0,0.0,1,39.99,22.46,uk,paid_social,493,2.963,121.16,False,False
T00044616,C011433,2025-11-20,P0030,Motion Bike Shorts,shorts,32.99,12.21,32.99,32.99,0.0,0.0,1,32.99,20.78,uk,paid_social,536,3.407,161.15,False,False
T00044617,C011434,2025-11-29,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,71.39,12.6,15.0,1,71.39,28.05,north_america,organic_search,0,0.0,0.0,False,False
T00044618,C011434,2025-12-28,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,16.5,10.99,25.0,2,32.99,15.55,north_america,organic_search,29,4.0,71.39,False,False
T00044619,C011435,2025-04-13,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,52.99,0.0,0.0,1,52.99,34.77,north_america,paid_social,0,0.0,0.0,False,True
T00044620,C011436,2024-08-13,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,asia_pacific,organic_search,0,0.0,0.0,False,True
T00044621,C011436,2024-12-13,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,28.79,3.2,10.0,1,28.79,14.6,asia_pacific,organic_search,122,2.994,30.99,False,True
T00044622,C011437,2024-07-18,P0013,Core Fitted Tank,training_tops,32.99,16.06,32.99,26.39,6.6,20.0,1,26.39,10.33,uk,paid_social,0,0.0,0.0,True,False
T00044623,C011437,2025-12-15,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,22.39,28.79,30.0,3,67.18,24.61,uk,paid_social,515,0.709,26.39,False,False
T00044624,C011438,2024-04-07,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,32.99,0.0,0.0,1,32.99,16.98,europe,email,0,0.0,0.0,False,False
T00044625,C011438,2024-06-03,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,45.04,7.95,15.0,1,45.04,26.82,europe,email,57,4.0,32.99,False,False
T00044626,C011438,2025-08-09,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,1,37.99,23.99,europe,email,489,1.494,78.03,False,False
T00044627,C011438,2025-09-14,P0005,Contour High-Rise Leggings,leggings,45.99,18.32,45.99,41.39,9.2,10.0,2,82.78,46.14,europe,email,525,2.087,116.02,True,False
T00044628,C011438,2025-10-05,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,19.79,2.2,10.0,1,19.79,12.02,europe,email,546,2.676,198.8,False,False
T00044629,C011438,2025-12-25,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,29.99,10.0,25.0,1,29.99,12.27,europe,email,627,2.913,218.59,False,False
T00044630,C011439,2025-04-21,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,20.39,3.6,15.0,1,20.39,8.42,uk,affiliate,0,0.0,0.0,False,False
T00044631,C011440,2025-01-22,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,1,31.99,17.8,uk,direct,0,0.0,0.0,False,False
T00044632,C011440,2025-06-08,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,33.99,0.0,0.0,1,33.99,18.0,uk,direct,137,2.666,31.99,False,False
T00044633,C011441,2024-08-12,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,19.19,4.8,20.0,1,19.19,7.22,europe,email,0,0.0,0.0,False,False
T00044634,C011441,2024-10-28,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,58.64,20.7,15.0,2,117.28,62.0,europe,email,77,4.0,19.19,False,False
T00044635,C011441,2025-09-28,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,47.69,5.3,10.0,1,47.69,29.47,europe,email,412,1.773,136.47,False,False
T00044636,C011442,2024-02-12,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,39.19,29.39,20.0,3,117.58,47.98,europe,email,0,0.0,0.0,False,False
T00044637,C011442,2024-03-22,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,2,63.98,35.6,europe,email,39,4.0,117.58,False,False
T00044638,C011442,2024-08-31,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,42.39,10.6,20.0,1,42.39,24.17,europe,email,201,3.634,181.56,False,False
T00044639,C011442,2024-11-11,P0031,Lift Hybrid Shorts,shorts,36.99,14.39,36.99,33.29,7.4,10.0,2,66.58,37.8,europe,email,273,4.014,223.95,False,False
T00044640,C011442,2025-06-01,P0010,Lift High-Support Bra,sports_bras,34.99,13.72,34.99,27.99,7.0,20.0,1,27.99,14.27,europe,email,475,3.076,290.53,False,False
T00044641,C011443,2025-06-18,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,21.99,0.0,0.0,2,43.98,26.54,europe,direct,0,0.0,0.0,False,False
T00044642,C011443,2025-09-20,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,2,109.98,69.6,europe,direct,94,3.886,43.98,False,False
T00044643,C011443,2025-11-15,P0030,Motion Bike Shorts,shorts,32.99,12.21,32.99,32.99,0.0,0.0,2,65.98,41.56,europe,direct,150,4.87,153.96,False,False
T00044644,C011443,2025-12-31,P0031,Lift Hybrid Shorts,shorts,36.99,14.39,36.99,36.99,0.0,0.0,2,73.98,45.2,europe,direct,196,5.591,219.94,False,False
T00044645,C011444,2025-10-14,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,48.99,0.0,0.0,1,48.99,23.69,north_america,organic_search,0,0.0,0.0,False,False
T00044646,C011444,2025-11-20,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,53.09,5.9,10.0,1,53.09,24.43,north_america,organic_search,37,4.0,48.99,False,False
T00044647,C011445,2025-01-29,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,2,63.98,35.6,uk,organic_search,0,0.0,0.0,False,False
T00044648,C011445,2025-02-24,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,organic_search,26,4.0,63.98,False,False
T00044649,C011445,2025-04-06,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,organic_search,67,8.0,117.97,False,False
T00044650,C011445,2025-07-11,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,32.99,0.0,0.0,1,32.99,16.98,uk,organic_search,163,6.722,171.96,False,False
T00044651,C011445,2025-08-18,P0023,Apex Slim Joggers,joggers,56.99,20.57,56.99,51.29,5.7,10.0,1,51.29,30.72,uk,organic_search,201,7.269,204.95,False,False
T00044652,C011445,2025-09-19,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,1,41.99,27.62,uk,organic_search,233,7.838,256.24,False,False
T00044653,C011445,2025-12-05,P0039,Motion Duffel Bag,accessories,17.99,7.29,17.99,17.99,0.0,0.0,1,17.99,10.7,uk,organic_search,310,7.069,298.23,False,False
T00044654,C011446,2025-08-18,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,37.39,6.6,15.0,1,37.39,19.07,rest_of_world,paid_social,0,0.0,0.0,False,False
T00044655,C011446,2025-09-12,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,26.39,6.6,20.0,1,26.39,10.38,rest_of_world,paid_social,25,4.0,37.39,False,False
T00044656,C011447,2024-07-19,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,1,35.99,19.95,uk,direct,0,0.0,0.0,False,False
T00044657,C011447,2024-10-10,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,48.59,5.4,10.0,1,48.59,23.39,uk,direct,83,4.0,35.99,False,False
T00044658,C011447,2024-10-30,P0020,Motion Zip Hoodie,hoodies,70.99,28.3,70.99,63.89,21.3,10.0,3,191.67,106.77,uk,direct,103,7.092,84.58,True,False
T00044659,C011447,2025-02-17,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,70.99,0.0,0.0,1,70.99,44.29,uk,direct,213,5.144,276.25,False,False
T00044660,C011447,2025-03-11,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,1,37.99,23.99,uk,direct,235,6.217,347.24,False,False
T00044661,C011447,2025-06-23,P0001,Apex Sculpt Leggings,leggings,54.99,18.22,54.99,54.99,0.0,0.0,1,54.99,36.77,uk,direct,339,5.387,385.23,True,False
T00044662,C011447,2025-09-24,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,58.64,20.7,15.0,2,117.28,62.0,uk,direct,432,5.073,440.22,False,False
T00044663,C011447,2025-11-04,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,39.59,4.4,10.0,1,39.59,21.27,uk,direct,473,5.405,557.5,False,False
T00044664,C011447,2025-12-20,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,52.99,0.0,0.0,2,105.98,69.54,uk,direct,519,5.63,597.09,False,False
T00044665,C011448,2025-11-14,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,21.99,0.0,0.0,1,21.99,14.22,europe,influencer,0,0.0,0.0,False,False
T00044666,C011449,2024-05-03,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,asia_pacific,paid_social,0,0.0,0.0,False,False
T00044667,C011449,2024-09-02,P0010,Lift High-Support Bra,sports_bras,34.99,13.72,34.99,24.5,20.99,30.0,2,48.99,21.55,asia_pacific,paid_social,122,2.994,43.99,False,False
T00044668,C011449,2024-10-27,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,68.99,0.0,0.0,1,68.99,41.35,asia_pacific,paid_social,177,4.127,92.98,False,False
T00044669,C011449,2025-02-17,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,83.99,0.0,0.0,1,83.99,40.65,asia_pacific,paid_social,290,3.778,161.97,False,False
T00044670,C011449,2025-11-13,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,44.79,11.2,20.0,1,44.79,17.72,asia_pacific,paid_social,559,2.614,245.96,False,False
T00044671,C011449,2025-12-13,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,45.89,8.1,15.0,1,45.89,20.69,asia_pacific,paid_social,589,3.101,290.75,False,False
T00044672,C011450,2024-10-09,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,68.99,0.0,0.0,1,68.99,41.35,uk,email,0,0.0,0.0,False,False
T00044673,C011450,2024-11-06,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,uk,email,28,4.0,68.99,False,False
T00044674,C011450,2024-12-01,P0039,Motion Duffel Bag,accessories,17.99,7.29,17.99,15.29,5.4,15.0,2,30.58,16.0,uk,email,53,8.0,99.98,False,False
T00044675,C011450,2025-03-02,P0040,Lift Wrist Wraps,accessories,21.99,10.87,21.99,21.99,0.0,0.0,1,21.99,11.12,uk,email,144,7.609,130.56,False,False
T00044676,C011450,2025-04-23,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,47.19,11.8,20.0,1,47.19,18.53,uk,email,196,7.454,152.55,False,False
T00044677,C011450,2025-05-26,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,19.19,9.6,20.0,2,38.38,14.44,uk,email,229,7.975,199.74,False,False
T00044678,C011450,2025-07-06,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,33.59,8.4,20.0,1,33.59,19.22,uk,email,270,8.117,238.12,False,False
T00044679,C011450,2025-07-26,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,29.99,10.0,25.0,1,29.99,12.27,uk,email,290,8.816,271.71,False,False
T00044680,C011450,2025-09-02,P0013,Core Fitted Tank,training_tops,32.99,16.06,32.99,32.99,0.0,0.0,1,32.99,16.93,uk,email,328,8.909,301.7,True,False
T00044681,C011450,2025-10-31,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,32.39,3.6,10.0,1,32.39,14.98,uk,email,387,8.494,334.69,False,False
T00044682,C011451,2024-06-01,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,24.79,6.2,20.0,1,24.79,8.73,uk,paid_social,0,0.0,0.0,False,False
T00044683,C011451,2025-01-13,P0012,Apex Training Tee,training_tops,33.99,15.36,33.99,33.99,0.0,0.0,3,101.97,55.89,uk,paid_social,226,1.616,24.79,False,False
T00044684,C011451,2025-07-04,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,33.99,0.0,0.0,2,67.98,35.8,uk,paid_social,398,1.835,126.76,False,False
T00044685,C011452,2024-02-23,P0023,Apex Slim Joggers,joggers,56.99,20.57,56.99,48.44,8.55,15.0,1,48.44,27.87,uk,affiliate,0,0.0,0.0,False,False
T00044686,C011452,2025-01-21,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,affiliate,333,1.097,48.44,False,False
T00044687,C011452,2025-02-17,P0011,Contour V-Neck Sports Bra,sports_bras,42.99,17.72,42.99,42.99,0.0,0.0,1,42.99,25.27,uk,affiliate,360,2.029,102.43,True,False
T00044688,C011452,2025-06-06,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,2,83.98,55.24,uk,affiliate,469,2.336,145.42,False,False
T00044689,C011452,2025-11-01,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,44.09,9.8,10.0,2,88.18,41.78,uk,affiliate,617,2.368,229.4,False,False
T00044690,C011452,2025-12-22,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,30.99,0.0,0.0,2,61.98,31.76,uk,affiliate,668,2.734,317.58,False,False
T00044691,C011453,2025-06-24,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,2,83.98,55.24,uk,organic_search,0,0.0,0.0,False,False
T00044692,C011454,2025-01-09,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,89.99,0.0,0.0,1,89.99,44.8,europe,paid_social,0,0.0,0.0,False,False
T00044693,C011454,2025-04-02,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,60.34,10.65,15.0,1,60.34,33.64,europe,paid_social,83,4.0,89.99,False,False
T00044694,C011454,2025-07-04,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,30.59,5.4,15.0,1,30.59,14.55,europe,paid_social,176,4.151,150.33,False,False
T00044695,C011454,2025-09-12,P0008,Core Strappy Sports Bra,sports_bras,40.99,14.0,40.99,36.89,4.1,10.0,1,36.89,22.89,europe,paid_social,246,4.454,180.92,True,False
T00044696,C011454,2025-12-26,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,2,107.98,57.58,europe,paid_social,351,4.162,217.81,False,False
T00044697,C011455,2024-09-07,P0024,Core Fleece Joggers,joggers,54.99,25.98,54.99,54.99,0.0,0.0,1,54.99,29.01,uk,paid_social,0,0.0,0.0,False,False
T00044698,C011455,2024-10-12,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,48.99,0.0,0.0,1,48.99,23.69,uk,paid_social,35,4.0,54.99,False,False
T00044699,C011455,2025-06-10,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,uk,paid_social,276,2.647,103.98,False,False
T00044700,C011455,2025-08-01,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,paid_social,328,3.341,147.97,False,False
T00044701,C011456,2024-05-10,P0039,Motion Duffel Bag,accessories,17.99,7.29,17.99,16.19,1.8,10.0,1,16.19,8.9,uk,influencer,0,0.0,0.0,False,True
T00044702,C011456,2024-11-10,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,30.99,0.0,0.0,1,30.99,15.88,uk,influencer,184,1.985,16.19,False,True
T00044703,C011456,2025-07-09,P0036,Lift Zip Jacket,outerwear,93.99,37.37,93.99,93.99,0.0,0.0,1,93.99,56.62,uk,influencer,425,1.719,47.18,False,True
T00044704,C011457,2025-06-21,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,45.04,7.95,15.0,1,45.04,26.82,uk,paid_social,0,0.0,0.0,False,False
T00044705,C011457,2025-07-18,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,33.99,0.0,0.0,1,33.99,18.0,uk,paid_social,27,4.0,45.04,False,False
T00044706,C011457,2025-08-29,P0024,Core Fleece Joggers,joggers,54.99,25.98,54.99,43.99,32.99,20.0,3,131.98,54.04,uk,paid_social,69,8.0,79.03,False,False
T00044707,C011458,2024-02-11,P0020,Motion Zip Hoodie,hoodies,66.99,28.3,66.99,60.29,6.7,10.0,1,60.29,31.99,uk,influencer,0,0.0,0.0,False,False
T00044708,C011458,2024-09-27,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,68.99,0.0,0.0,2,137.98,82.7,uk,influencer,229,1.595,60.29,False,False
T00044709,C011458,2024-11-20,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,27.19,4.8,15.0,1,27.19,13.0,uk,influencer,283,2.581,198.27,False,False
T00044710,C011458,2024-12-13,P0030,Motion Bike Shorts,shorts,32.99,12.21,32.99,32.99,0.0,0.0,1,32.99,20.78,uk,influencer,306,3.581,225.46,False,False
T00044711,C011458,2025-02-25,P0027,Tempo Woven Joggers,joggers,58.99,20.55,58.99,58.99,0.0,0.0,1,58.99,38.44,uk,influencer,380,3.845,258.45,False,False
T00044712,C011458,2025-11-03,P0010,Lift High-Support Bra,sports_bras,34.99,13.72,34.99,24.49,10.5,30.0,1,24.49,10.77,uk,influencer,631,2.894,317.44,False,False
T00044713,C011459,2025-03-24,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,71.99,18.0,20.0,1,71.99,26.8,rest_of_world,affiliate,0,0.0,0.0,False,False
T00044714,C011459,2025-04-22,P0030,Motion Bike Shorts,shorts,36.99,12.21,36.99,36.99,0.0,0.0,1,36.99,24.78,rest_of_world,affiliate,29,4.0,71.99,True,False
T00044715,C011459,2025-05-19,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,33.99,6.0,15.0,1,33.99,16.46,rest_of_world,affiliate,56,8.0,108.98,False,False
T00044716,C011459,2025-06-16,P0036,Lift Zip Jacket,outerwear,93.99,37.37,93.99,93.99,0.0,0.0,1,93.99,56.62,rest_of_world,affiliate,84,12.0,142.97,False,False
T00044717,C011460,2025-07-01,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,1,35.99,19.95,europe,email,0,0.0,0.0,False,False
T00044718,C011460,2025-08-04,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,35.99,8.0,10.0,2,71.98,36.92,europe,email,34,4.0,35.99,False,False
T00044719,C011460,2025-09-07,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,83.99,0.0,0.0,1,83.99,40.65,europe,email,68,8.0,107.97,False,False
T00044720,C011460,2025-12-11,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,1,54.99,34.8,europe,email,163,6.722,191.96,False,False
T00044721,C011461,2025-09-09,P0017,Tempo Long Sleeve Top,training_tops,35.99,16.09,35.99,25.19,10.8,30.0,1,25.19,9.1,asia_pacific,paid_social,0,0.0,0.0,True,False
T00044722,C011462,2024-03-24,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,70.99,0.0,0.0,1,70.99,44.29,uk,influencer,0,0.0,0.0,False,True
T00044723,C011462,2024-04-28,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,21.59,2.4,10.0,1,21.59,9.62,uk,influencer,35,4.0,70.99,False,True
T00044724,C011462,2024-10-02,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,32.99,11.0,25.0,1,32.99,14.67,uk,influencer,192,3.805,92.58,False,True
T00044725,C011462,2025-01-23,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,28.89,5.1,15.0,1,28.89,12.8,uk,influencer,305,3.593,125.57,False,True
T00044726,C011462,2025-05-30,P0010,Lift High-Support Bra,sports_bras,34.99,13.72,34.99,34.99,0.0,0.0,1,34.99,21.27,uk,influencer,432,3.382,154.46,False,True
T00044727,C011462,2025-07-21,P0023,Apex Slim Joggers,joggers,56.99,20.57,56.99,56.99,0.0,0.0,1,56.99,36.42,uk,influencer,484,3.773,189.45,False,True
